# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
686,1597.01,1597,68152139,68152139.01,1,FP,02h57m36.43s,44.4017980,,,+40d01m00.13s,40.0167030,,,-35.0410000,0.088,0.088,0,1,-13.6550000,0.082,0.082,0,1,2458792.4652500,0.002720,0.002720,0,1,0.7377200,0.0001800,0.0001800,0,1,1.0570000,0.1580000,0.1580000,0,1,980.0000000,2.1983900,2.1983900,0,1,4.6828800,0.3328220,0.3328220,0,1,1958.8400000,,,,,1853.0000000,,,,,10.1342000,0.010,0.010,0,1,226.2340000,3.5950000,3.5950000,0,1,6001.0000000,133.4000000,133.4000000,0,1,4.1400000,0.0800000,0.0800000,0,1,1.4900000,0.0700000,0.0700000,0,1,2019-12-19 20:58:21,2020-05-20 16:00:02
687,1598.01,1598,67418624,67418624.01,1,,01h54m38.48s,28.6603150,,,+37d00m18.15s,37.0050420,,,-16.0280000,0.098,0.098,0,1,-19.2310000,0.094,0.094,0,1,2458791.6204830,0.001201,0.001201,0,1,1.1036940,0.0000980,0.0000980,0,1,0.8389740,0.2573580,0.2573580,0,1,461.5607910,38.6813280,38.6813280,0,1,3.7806920,4.7627480,4.7627480,0,1,8050.4125980,,,,,2415.8740230,,,,,8.6344000,0.006,0.006,0,1,143.2390000,1.3300000,1.3300000,0,1,6011.0000000,194.8000030,194.8000030,0,1,4.0400000,0.0800000,0.0800000,0,1,1.7268600,0.0783540,0.0783540,0,1,2019-12-19 20:58:21,2020-01-14 16:00:02
688,1599.01,1599,129979528,129979528.01,1,KP,02h26m51.06s,36.7127380,,,+37d33m01.6s,37.5504440,,,-0.9760000,0.118,0.118,0,1,-8.9770000,0.105,0.105,0,1,2458791.4143070,0.000169,0.000169,0,1,1.2198680,0.0000160,0.0000160,0,1,2.8602530,0.0074580,0.0074580,0,1,13474.8046880,133.8226620,133.8226620,0,1,19.1782150,0.7037210,0.7037210,0,1,9391.7431640,,,,,2510.7663570,,,,,7.8761100,0.006,0.006,0,1,121.9440000,0.9905000,0.9905000,0,1,7398.5000000,157.6999970,157.6999970,0,1,4.2500000,0.0800000,0.0800000,0,1,1.6024200,0.0582110,0.0582110,0,1,2019-12-19 20:58:22,2020-01-14 16:00:02
689,160.01,160,253917293,253917293.01,1,FP,22h30m00.2s,337.5008270,,,-31d55m27.68s,-31.9243560,,,28.3770000,0.077,0.077,0,1,-27.2850000,0.059,0.059,0,1,2458327.3762210,0.002840,0.002840,0,1,4.6080000,0.0010000,0.0010000,0,1,3.3830000,0.7580000,0.7580000,0,1,3213.2199710,7.9800000,7.9800000,0,1,7.9969800,0.5390260,0.5390260,0,1,724.0009770,,,,,1445.0000000,,,,,11.2901000,0.007,0.007,0,1,341.8540000,4.4980000,4.4980000,0,1,5935.0000000,141.5000000,141.5000000,0,1,4.2900000,0.6500000,0.6500000,0,1,1.2800000,0.0600000,0.0600000,0,1,2018-09-05 18:34:59,2020-03-04 12:58:47
690,1600.01,1600,187029841,187029841.01,1,FP,02h18m13.43s,34.5559630,,,+38d28m43.77s,38.4788240,,,7.4860000,0.165,0.165,0,1,-15.6840000,0.215,0.215,0,1,2458791.8009030,0.001730,0.001730,0,1,0.3611300,0.0000500,0.0000500,0,1,1.8700000,0.1870000,0.1870000,0,1,970.0000000,0.9528250,0.9528250,0,1,6.6913600,0.5098290,0.5098290,0,1,2677.3898930,,,,,2003.0000000,,,,,9.6602700,0.006,0.006,0,1,252.4190000,10.3800000,10.3800000,0,1,6056.8999020,236.6999970,236.6999970,0,1,3.9900000,0.1000000,0.1000000,0,1,1.9500000,0.1500000,0.1500000,0,1,2019-12-19 20:58:22,2020-03-04 12:58:47
691,1601.01,1601,139375960,139375960.01,1,,02h33m26.78s,38.3615690,,,+41d00m48.36s,41.0134320,,,21.7080000,0.095,0.095,0,1,-0.8740000,0.090,0.090,0,1,2458793.2772800,0.001270,0.001270,0,1,5.3315500,0.0005200,0.0005200,0,1,6.1910000,0.1500000,0.1500000,0,1,4220.0000000,0.4676790,0.4676790,0,1,14.6101000,0.7936980,0.7936980,0,1,1071.4200000,,,,,1593.0000000,,,,,10.1035000,0.007,0.007,0,1,336.6080000,8.1935000,8.1935000,0,1,5917.0000000,125.8000000,125.8000000,0,1,3.7800000,0.0800000,0.0800000,0,1,2.2200000,0.1200000,0.1200000,0,1,2019-12-19 20:58:22,2020-06-27 12:00:29
692,1602.01,1602,129991079,129991079.01,1,PC,02h28m31.78s,37.1324100,,,+40d53m28.51s,40.8912540,,,18.1470000,0.083,0.083,0,1,-24.9970000,0.076,0.076,0,1,2458792.5041200,0.010020,0.010020,0,1,6.1595200,0.0048600,0.0048600,0,1,3.8340000,0.8870000,0.8870000,0,1,1230.0000000,5.4228200,5.4228200,0,1,3.9051500,0.3270050,0.3270050,0,1,487.5190000,,,,,1309.0000000,,,,,10.4375000,0.006,0.006,0,1,208.7710000,3.0245000,3.0245000,0,1,6175.9000000,111.3000000,111.3000000,0,1,4.4400000,0.0800000,0.0800000,0,1,1.0900000,0.0500000,0.0500000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
693,1603.01,1603,73448352,73448352.01,1,KP,02h33m13.94s,38.3080750,,,+30d21m37.63s,30.3604530,,,-13.8850000,0.093,0.093,0,1,-10.9110000,0.083,0.083,0,1,2458794.3362000,0.000890,0.000890,0,1,4.7323100,0.0003900,0.0003900,0,1,3.3090000,0.2690000,0.2690000,0,1,8190.0000000,24.0567000,24.0567000,0,1,16.0332000,1.1046700,1.1046700,0,1,1739.1500000,,,,,1799.0000000,,,,,10.1868000,0.006,0.006,0,1,282.0960000,4.7510000,4.7510000,0,1,6739.0000000,107.5000000,107.5000000,0,1,4.2100000,0.0800000,0.0800000,0,1,1.5600000,0.0700000,0.0700000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
694,1604.01,1604,118301361,118301361.01,1,,02h16m47.01s,34.1958550,,,+29d34m13.7s,29.5704730,,,6.4640000,0.093,0.093,0,1,-5.5740000,0.089,0.089,0,1,2458793.3982800,0.003880,0.003880,0,1,3.4660800,0.0011200,0.0011200,0,1,4.4030000,0.2800000,0.2800000,0,1,1620.0000000,443.0300000,443.0300000,0,1,20.8363000,7.0455800,7.0455800,0,1,23536.1000000,,,,,3450.0000000,,,,,9.0805400,0.006,0.006,0,1,380.0620000,7.3015000,7.3015000,0,1,7249.8000000,123.1000000,123.1000000,0,1,3.6900000,0.0800000,0.0800000,0,1,3.0200000,0.1300000,0.1300000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
695,1605.01,1605,101037590,101037590.01,1,,03h37m55.41s,54.4808900,,,+33d04m47.63s,33.0798970,,,-40.3650000,0.106,0.106,0,1,8.7670000,0.062,0.062,0,1,2458798.7416000,0.001220,0.001220,0,1,8.7076900,0.0014300,0.0014300,0,1,2.7450000,0.3040000,0.3040000,0,1,4920.0000000,5.6850000,5.6850000,0,1,12.8676000,0.7960090,0.7960090,0,1,191.4580000,,,,,1036.0000000,,,,,9.6292400,0.006,0.006,0,1,159.7480000,1.5125000,1.5125000,0,1,5597.0000000,146.5000000,146.5000000,0,1,4.0300000,0.0800000,0.0800000,0,1,1.5900000,0.0800000,0.0800000,0,1,2019-12-19 20:58:22,2020-06-27 12:00:29
696,1606.01,1606,125735470,125735470.01,1,FP,03h46m38.47s,56.6602820,,,+27d28m17.49s,27.4715260,,,-0.5050000,1.347,1.347,0,1,-20.6830000,0.833,0.833,0,1,2458795.8723140,0.001990,0.001990,0,1,4.7137100,0.0011400,0.0011400,0,1,1.6020000,0.1600000,0.1600000,0,1,1760.0000000,85.7528990,85.7528990,0,1,7.4874400,0.5793540,0.5793540,0,1,,,,,,,,,,,8.8600000,0.018,0.018,0,1,126.4762000,7.2645600,7.2645600,0,1,5626.5000000,213.8999940,213.8999940,0,1,,,,0,1,1.6200000,0.1300000,0.1300000,0,1,2019-12-19 20:58:22,2020-03-04 12:58:47
697,1607.01,1607,26433869,26433869.01,1,FP,03h47m15.44s,56.8143440,,,+30d08m58.19s,30.1494980,,,3.8160000,0.099,0.099,0,1,-3.3910000,0.058,0.058,0,1,2458791.9029000,0.002800,0.002800,0,1,1.0357800,0.0002100,0.0002100,0,1,1.4200000,0.1330000,0.1330000,0,1,530.0000000,1.0287900,1.0287900,0,1,19.0002000,,,0,1,840.7560000,,,,,1500.0000000,,,,,8.4107000,0.008,0.008,0,1,329.5910000,7.0320000,7.0320000,0,1,4963.0000000,122.0000000,122.0000000,0,1,,,,0,1,7.8300000,,,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
698,1608.01,1608,138017750,138017750.01,1,FP,03h23m12.28s,50.8011500,,,+33d04m41.28s,33.0781330,,,109.2420000,0.111,0.111,0,1,-58.2640000,0.096,0.096,0,1,2458792.4595950,0.000509,0.000509,0,1,2.4727220,0.0001080,0.0001080,0,1,2.4271490,0.0267440,0.0267440,0,1,2946.3942870,54.8911670,54.8911670,0,1,13.6798520,0.5884410,0.5884410,0,1,4007.6765140,,,,,2029.2844240,,,,,7.4281200,0.006,0.006,0,1,100.6350000,0.8968000,0.8968000,0,1,6057.7001950,67.0999980,67.0999980,0,1,3.8400000,0.0800000,0.0800000,0,1,2.1280200,0.0886030,0.0886030,0,1,2019-12-19 20:58:22,2020-03-04 12:58:47
699,1609.01,1609,229951289,229951289.01,1,FA,19h14m42.1s,288.6754230,,,+60d40m15.41s,60.6709480,,,-2.9300000,0.053,0.053,0,1,-19.3820000,0.061,0.061,0,1,2458692.7353600,0.010360,0.010360,0,1,13.3118000,0.0020300,0.0020300,0,1,4.4920000,0.6160000,0.6160000,0,1,750.0000000,2.3114300,2.3114300,0,1,2.6798100,0.2014270,0.2014270,0,1,109.8750000,,,,,901.0000000,,,,,10.2572000,0.006,0.006,0,1,165.8080000,0.7695000,0.7695000,0,1,6011.0000000,123.1000000,123.1000000,0,1,4.5000000,0.0800000,0.0800000,0,1,0.9800000,0.0400000,0.0400000,0,1,2019-12-19 20:58:22,2020-07-24 12:00:35
700,161.01,161,348770361,348770361.01,1,,03h06m44.77s,46.6865530,,,-82d18m58.94s,-82.3163710,,,14.9000000,2.900,2.900,0,1,4.7000000,2.800,2.800,0,1,2458325.7029200,0.002120,0.002120,0,1,2.7689800,0.0004700,0.0004700,0,1,4.6190000,0.2890000,0.2890000,0,1,2100.0000000,1.7075600,1.7075600,0,1,6.4052500,,,0,1,1642.2900000,,,,,,,,,,11.4964000,0.006,0.006,0,1,333.6510000,,,0,1,5388.0000000,,,0,1,,,,0,1,0.9800000,,,0,1,2018-09-05 18:34:59,2020-05-20 16:00:02
701,1610.01,1610,219776325,219776325.01,1,,17h34m10.42s,263.5434170,,,+61d07m17.3s,61.1214720,,,3.6270000,0.041,0.041,0,1,42.1210000,0.048,0.048,0,1,2458685.3508200,0.004170,0.004170,0,1,2.5289400,0.0001400,0.0001400,0,1,1.3630000,0.2830000,0.2830000,0,1,390.0000000,1.1967400,1.1967400,0,1,2.3783300,0.1820830,0.1820830,0,1,274.8100000,,,,,1134.0000000,,,,,10.3727000,0.006,0.006,0,1,191.9570000,0.7715000,0.7715000,0,1,5740.2000000,119.6000000,119.6000000,0,1,4.3000000,0.0800000,0.0800000,0,1,1.1900000,0.0600000,0.0600000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
702,1611.01,1611,264678534,264678534.01,1,,21h40m48.39s,325.2016450,,,+84d20m01.54s,84.3337610,,,345.1780000,0.067,0.067,0,1,63.0440000,0.070,0.070,0,1,2458796.4965200,0.001920,0.001920,0,1,16.1905800,0.0043700,0.0043700,0,1,3.3670000,0.8560000,0.8560000,0,1,990.0000000,2.7319500,2.7319500,0,1,2.7229100,0.2344490,0.2344490,0,1,66.9117000,,,,,796.0000000,,,,,7.5825000,0.006,0.006,0,1,28.2938000,0.0312000,0.0312000,0,1,5071.0000000,141.3000000,141.3000000,0,1,4.5800000,0.0900000,0.0900000,0,1,0.7800000,0.0500000,0.0500000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
703,1612.01,1612,268403451,268403451.01,1,KP,18h29m54.74s,277.4780750,,,+85d13m59.96s,85.2333210,,,-15.3540000,0.038,0.038,0,1,24.4610000,0.054,0.054,0,1,2459011.5748010,0.000373,0.000373,0,1,2.8641140,0.0000760,0.0000760,0,1,2.8116440,0.0269610,0.0269610,0,1,8848.2130170,71.1534400,71.1534400,0,1,15.5215790,0.7360150,0.7360150,0,1,1680.3662420,,,,,1632.9419140,,,,,10.0521000,0.006,0.006,0,1,234.1490000,1.1875000,1.1875000,0,1,6082.0000000,137.7000000,137.7000000,0,1,4.1300000,0.0800000,0.0800000,0,1,1.5269000,0.0716580,0.0716580,0,1,2019-12-19 20:58:22,2020-08-11 16:00:02
704,1613.01,1613,272625214,272625214.01,1,,23h45m16.46s,356.3185740,,,+62d08m33.72s,62.1426990,,,15.9600000,0.054,0.054,0,1,0.6700000,0.045,0.045,0,1,2458769.6083400,0.008160,0.008160,0,1,5.2466600,0.0014200,0.0014200,0,1,3.3770000,0.2940000,0.2940000,0,1,1600.0000000,2.3159200,2.3159200,0,1,5.6451100,0.3489280,0.3489280,0,1,577.6090000,,,,,1365.0000000,,,,,10.4641000,0.006,0.006,0,1,304.7600000,3.1930000,3.1930000,0,1,6651.0000000,139.9000000,139.9000000,0,1,4.2700000,0.0900000,0.0900000,0,1,1.4400000,0.0600000,0.0600000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
705,1614.01,1614,317397615,317397615.01,1,,23h19m11.12s,349.7963290,,,+75d01m04.31s,75.0178640,,,-5.4620000,0.045,0.045,0,1,-18.6390000,0.044,0.044,0,1,2458765.4080500,0.002850,0.002850,0,1,0.7437400,0.0000800,0.0000800,0,1,1.5710000,0.2600000,0.2600000,0,1,610.0000000,1.2215200,1.2215200,0,1,9.8811900,,,0,1,2623.7400000,,,,,1993.0000000,,,,,10.2351000,0.006,0.006,0,1,423.2720000,4.7200000,4.7200000,0,1,5182.0000000,122.0000000,122.0000000,0,1,,,,0,1,4.0400000,,,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
706,1615.01,1615,317507345,317507345.01,1,FP,23h24m41.93s,351.1747180,,,+77d37m37.61s,77.6271130,,,12.5880000,0.054,0.054,0,1,2.7360000,0.047,0.047,0,1,2458794.7629390,0.000590,0.000590,0,1,3.9401800,0.0001600,0.0001600,0,1,1.9910000,0.0760000,0.0760000,0,1,15860.0000000,103.3219990,103.3219990,0,1,24.0533010,2.2537300,2.2537300,0,1,942.4299930,,,,,1543.0000000,,,,,9.6870800,0.006,0.006,0,1,260.4940000,2.1110000,2.1110000,0,1,7170.0000000,213.8000030,213.8000030,0,1,4.3100000,0.0800000,0.0800000,0,1,1.5200000,0.0900000,0.0900000,0,1,2019-12-19 20:58:22,2020-08-12 12:00:26
707,1616.01,1616,322054600,322054600.01,1,,21h35m28.84s,323.8701700,,,+68d59m14.31s,68.9873070,,,-2.7870000,0.058,0.058,0,1,-13.2860000,0.049,0.049,0,1,2458768.8176700,0.002150,0.002150,0,1,2.6866000,0.0000400,0.0000400,0,1,0.7370000,0.1790000,0.1790000,0,1,790.0000000,7.5518100,7.5518100,0,1,4.9778300,0.4880730,0.4880730,0,1,206.2720000,,,,,1055.0000000,,,,,10.4505000,0.006,0.006,0,1,304.4080000,2.3795000,2.3795000,0,1,6713.0000000,189.7000000,189.7000000,0,1,4.2700000,0.0900000,0.0900000,0,1,1.4500000,0.0600000,0.0600000,0,1,2019-12-19 20:58:22,2020-07-28 16:00:03
708,1617.01,1617,322202434,322202434.01,1,FP,21h41m18.01s,325.3250500,,,+68d48m25.93s,68.8072020,,,51.7990000,0.044,0.044,0,1,29.1500000,0.044,0.044,0,1,2458739.3264300,0.001660,0.001660,0,1,1.4012700,0.0000600,0.0000600,0,1,1.6500000,0.0880000,0.0880000,0,1,1450.0000000,1.1160400,1.1160400,0,1,3.5423800,0.2088890,0.2088890,0,1,892.1450000,,,,,1522.0000000,,,,,10.2505000,0.006,0.006,0,1,133.4960000,0.4335000,0.4335000,0,1,5521.0000000,182.2000000,182.2000000,0,1,4.4800000,0.0800000,0.0800000,0,1,0.9400000,0.0500000,0.0500000,0,1,2019-12-19 20:58:22,2020-08-11 12:00:25
709,1618.01,1618,376838000,376838000.01,1,FP,22h43m38.32s,340.9096480,,,+69d05m30.94s,69.0919280,,,11.9370000,0.055,0.055,0,1,2.5250000,0.049,0.049,0,1,2458765.0596500,0.004500,0.004500,0,1,2.1679000,0.0003100,0.0003100,0,1,1.3900000,0.5510000,0.5510000,0,1,560.0000000,5.5069500,5.5069500,0,1,5.3284800,0.5747090,0.5747090,0,1,10508.5000000,,,,,2820.0000000,,,,,9.9272000,0.033,0.033,0,1,451.7960000,6.6100000,6.6100000,0,1,10596.0000000,671.7000000,671.7000000,0,1,4.2700000,0.0900000,0.0900000,0,1,2.0000000,0.1000000,0.1000000,0,1,2019-12-19 20:58:22,2020-06-23 12:00:28
710,1619.01,1619,377144784,377144784.01,1,,22h49m46.54s,342.4439250,,,+68d15m03.86s,68.2510710,,,68.7600000,0.048,0.048,0,1,3.2440000,0.044,0.044,0,1,2458765.6944900,0.007630,0.007630,0,1,2.3872300,0.0006600,0.0006600,0,1,2.9740000,0.3360000,0.3360000,0,1,590.0000000,1.2382100,1.2382100,0,1,11.5000000,,,0,1,734.3470000,,,,,1450.0000000,,,,,10.0552000,0.006,0.006,0,1,396.2010000,4.0995000,4.0995000,0,1,5017.0000000,122.0000000,122.0000000,0,1,,,,0,1,4.7300000,,,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
711,162.01,162,99493790,99493790.01,1,FP,21h10m33.58s,317.6399080,,,-23d18m20.94s,-23.3058170,,,50.8630000,0.096,0.096,0,1,-19.9400000,0.061,0.061,0,1,2458332.9819340,0.000710,0.000710,0,1,7.7668600,0.0009400,0.0009400,0,1,3.2910000,0.0970000,0.0970000,0,1,24391.1992190,7.8300000,7.8300000,0,1,17.5086990,0.4188730,0.4188730,0,1,82.9216000,,,,,840.0000000,,,,,11.6834000,0.007,0.007,0,1,274.7330000,5.4500000,5.4500000,0,1,5404.7001950,43.0000000,43.0000000,0,1,4.4000000,2.0000000,2.0000000,0,1,1.0200000,0.0200000,0.0200000,0,1,2018-09-05 18:34:59,2019-12-17 10:00:02
712,1620.01,1620,378291076,378291076.01,1,,23h52m51.27s,358.2136360,,,+61d21m36.94s,61.3602600,,,12.2900000,0.040,0.040,0,1,-14.4580000,0.032,0.032,0,1,2458764.9020600,0.009850,0.009850,0,1,1.5987800,0.0004900,0.0004900,0,1,2.1250000,0.5080000,0.5080000,0,1,310.0000000,1.2403100,1.2403100,0,1,2.5824400,0.2152140,0.2152140,0,1,2743.6200000,,,,,2016.0000000,,,,,9.5352300,0.006,0.006,0,1,207.5050000,1.0440000,1.0440000,0,1,6594.0000000,142.3000000,142.3000000,0,1,4.2300000,0.0900000,0.0900000,0,1,1.4900000,0.0700000,0.0700000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
713,1621.01,1621,387260717,387260717.01,1,,20h37m23.72s,309.3488240,,,+70d57m14.72s,70.9540880,,,10.5310000,0.071,0.071,0,1,-20.4180000,0.067,0.067,0,1,2458743.1838000,0.011840,0.011840,0,1,6.4505400,0.0016000,0.0016000,0,1,3.5380000,0.5260000,0.5260000,0,1,360.0000000,1.1419800,1.1419800,0,1,1.8644600,0.1399970,0.1399970,0,1,636.9860000,,,,,1399.0000000,,,,,9.9759500,0.006,0.006,0,1,161.0880000,0.7780000,0.7780000,0,1,7257.0000000,418.7000000,418.7000000,0,1,4.6400000,0.1100000,0.1100000,0,1,1.0200000,0.0400000,0.0400000,0,1,2019-12-19 20:58:22,2020-05-20 16:00:02
714,1622.01,1622,388076005,388076005.01,1,FP,21h12m11.95s,318.0498040,,,+68d03m08.89s,68.0524700,,,54.2370000,0.038,0.038,0,1,29.0510000,0.044,0.044,0,1,2458740.0925290,0.005000,0.005000,0,1,1.7122500,0.0001700,0.0001700,0,1,2.8440000,0.4350000,0.4350000,0,1,410.0000000,40.8222010,40.8222010,0,1,2.7656800,0.7210070,0.7210070,0,1,25656.0996090,,,,,3525.0000000,,,,,9.3943500,0.006,0.006,0,1,113.8450000,0.2910000,0.2910000,0,1,5932.2001950,71.4000020,71.4000020,0,1,4.4800000,0.0800000,0.0800000,0,1,1.0200000,0.0200000,0.0200000,0,1,2019-12-19 20:58:22,2020-03-04 12:58:47
